Lane.Id,Public.Name,Serotype,Strain
14723_2#56,GPS_US_PATH3755,5,8
14723_2#57,GPS_US_PATH3756,14,9
14723_2#58,GPS_US_PATH3757,5,8
14723_2#59,GPS_US_PATH3758,14,9
14723_2#61,GPS_US_PATH3762,12A,26
14723_2#62,GPS_US_PATH3763,23F,20
14723_2#63,GPS_US_PATH3764,14,9
14723_2#64,GPS_US_PATH3766,14,9
14723_2#65,GPS_US_PATH3767,14,9
14723_3#56,GPS_US_PATH5345,8,277
14723_3#60,GPS_US_PATH5349,4,86
14723_3#64,GPS_US_PATH5408,23F,14
14723_3#65,GPS_US_PATH5409,3,43
14723_3#66,GPS_US_PATH5410,7F,56
14723_3#67,GPS_US_PATH5411,19A,17
14723_3#68,GPS_US_PATH5412,6B,129
14723_3#69,GPS_US_PATH5413,14,9
14723_3#70,GPS_US_PATH5414,5,8
14723_3#71,GPS_US_PATH5415,15BC,200
14723_3#72,GPS_US_PATH5416,18C,68
14723_3#73,GPS_US_PATH5417,5,8
14723_3#74,GPS_US_PATH5418,15BC,48
14723_3#75,GPS_US_PATH5419,7F,56
14723_3#76,GPS_US_PATH5421,23F,14
14723_3#78,GPS_US_PATH5423,19A,17
14723_3#79,GPS_US_PATH5424,7C,92
14723_3#80,GPS_US_PATH5425,10A,40
14723_3#81,GPS_US_PATH5427,35B,5
14723_3#82,GPS_US_PATH5429,10A,40
14723_3#83,GPS_US_PATH5430,10B,30
14723_3#84,GPS_US_PATH5431,6B,129
14723_3#85,GPS_US_PATH5432,4,79
14723_3#86,GPS_US_PATH5434,7F,56
14723_3#87,GPS_US_PATH5435,4,92
14723_3#88,GPS_US_PATH5436,9V,54
14723_3#89,GPS_US_PATH5437,7F,56
14723_3#90,GPS_US_PATH5438,4,92
14723_3#91,GPS_US_PATH5439,5,8
14723_3#92,GPS_US_PATH5440,4,79
14723_3#93,GPS_US_PATH5441,7F,56
14723_3#94,GPS_US_PATH5442,6A,13
14723_3#95,GPS_US_PATH5443,19A,17
14723_4#1,GPS_US_PATH5444,10A,40
14723_4#8,GPS_US_PATH5471,19A,17
14723_4#9,GPS_US_PATH5472,7F,56
14723_4#10,GPS_US_PATH5473,4,79
14723_4#11,GPS_US_PATH5474,9V,54
14723_4#12,GPS_US_PATH5475,5,8
14723_4#13,GPS_US_PATH5476,5,8
14723_4#14,GPS_US_PATH5477,4,27
14723_4#15,GPS_US_PATH5478,19F,17
14723_4#16,GPS_US_PATH5479,9L,455
14723_4#17,GPS_US_PATH5480,12B,218
14723_4#18,GPS_US_PATH5481,6A,13
14723_4#19,GPS_US_PATH5482,19F,21
14723_4#20,GPS_US_PATH5483,14,9
14723_4#21,GPS_US_PATH5484,5,8
14723_4#23,GPS_US_PATH5486,5,8
14723_4#24,GPS_US_PATH5487,9V,54
14723_4#25,GPS_US_PATH5490,7F,56
14723_4#26,GPS_US_PATH5492,6B,171
14723_4#27,GPS_US_PATH5493,5,8
14723_4#28,GPS_US_PATH5494,5,8
14723_4#29,GPS_US_PATH5496,6B,37
14723_4#30,GPS_US_PATH5497,5,8
14723_4#31,GPS_US_PATH5498,4,27
14723_4#32,GPS_US_PATH5499,23F,20
14723_4#33,GPS_US_PATH5500,7F,56
14723_4#34,GPS_US_PATH5501,9V,54
14723_4#35,GPS_US_PATH5502,6A,13
14723_4#36,GPS_US_PATH5503,6A,13
14723_4#37,GPS_US_PATH5504,7F,56
14723_4#38,GPS_US_PATH5505,5,8
14723_4#39,GPS_US_PATH5506,6B,37
14723_4#40,GPS_US_PATH5507,23F,14
14723_4#41,GPS_US_PATH5508,6A,13
14723_4#42,GPS_US_PATH5509,14,9
14723_4#43,GPS_US_PATH5510,10A,40
14723_4#44,GPS_US_PATH5511,6A,223
14723_4#45,GPS_US_PATH5512,9V,54
14723_4#46,GPS_US_PATH5513,5,8
14723_4#47,GPS_US_PATH5514,6A,13
14723_4#48,GPS_US_PATH5515,9N,125
14723_4#49,GPS_US_PATH5516,14,9
14723_4#50,GPS_US_PATH5517,6B,171
14723_4#51,GPS_US_PATH5518,19F,21
14723_4#52,GPS_US_PATH5519,19F,21
14723_4#53,GPS_US_PATH5520,10A,40
14723_4#54,GPS_US_PATH5521,6B,37
14723_4#55,GPS_US_PATH5522,14,9
14723_4#56,GPS_US_PATH5523,19F,21
14723_4#57,GPS_US_PATH5525,12F,26
14723_4#58,GPS_US_PATH5526,33D,30
14723_4#59,GPS_US_PATH5527,5,8
14723_4#60,GPS_US_PATH5528,6A,13
14723_4#61,GPS_US_PATH5529,4,27
14723_4#62,GPS_US_PATH5530,6A,223
14723_4#63,GPS_US_PATH5531,6A,41
14723_4#64,GPS_US_PATH5532,5,8
14723_4#65,GPS_US_PATH5533,6A,13
14723_4#66,GPS_US_PATH5534,14,10
14723_4#67,GPS_US_PATH5535,14,79
14723_4#68,GPS_US_PATH5536,6B,37
14723_4#69,GPS_US_PATH5537,6A,13
14723_4#70,GPS_US_PATH5538,8,98
14723_4#71,GPS_US_PATH5539,8,3
14723_4#72,GPS_US_PATH5540,5,8
14723_4#73,GPS_US_PATH5541,6A,41
14723_4#74,GPS_US_PATH5542,6A,41
14723_4#75,GPS_US_PATH5543,6A,13
14723_4#76,GPS_US_PATH5544,9V,54
14723_4#77,GPS_US_PATH5545,19A,17
14723_4#78,GPS_US_PATH5546,5,8
14723_4#79,GPS_US_PATH5547,5,8
14723_4#80,GPS_US_PATH5548,15A,278
14723_4#81,GPS_US_PATH5549,22F,304
14723_4#82,GPS_US_PATH5551,5,8
15277_1#55,GPS_US_PATH5552,22F,304
14723_4#84,GPS_US_PATH5553,5,8
14723_4#86,GPS_US_PATH5555,23F,5
14723_4#87,GPS_US_PATH5556,18C,68
14723_4#88,GPS_US_PATH5557,5,8
14723_4#89,GPS_US_PATH5558,5,8
14723_4#90,GPS_US_PATH5559,6A,13
14723_4#91,GPS_US_PATH5560,6B,171
14723_4#92,GPS_US_PATH5561,14,9
14723_4#93,GPS_US_PATH5562,3,43
14723_4#94,GPS_US_PATH5563,19F,21
14723_4#95,GPS_US_PATH5564,6A,41
14723_6#1,GPS_US_PATH5566,19A,17
14723_6#2,GPS_US_PATH5567,5,8
14723_6#3,GPS_US_PATH5568,5,8
14723_6#4,GPS_US_PATH5569,8,3
14723_6#5,GPS_US_PATH5570,23F,170
14723_6#6,GPS_US_PATH5571,6A,41
14723_6#7,GPS_US_PATH5572,6A,13
14723_6#8,GPS_US_PATH5573,6A,13
14723_6#9,GPS_US_PATH5574,4,79
14723_6#10,GPS_US_PATH5575,9V,22
14723_6#11,GPS_US_PATH5576,9V,54
14723_6#12,GPS_US_PATH5577,6A,223
14723_6#13,GPS_US_PATH5578,23F,20
14723_6#14,GPS_US_PATH5580,6A,13
14723_6#16,GPS_US_PATH5582,14,9
14723_6#17,GPS_US_PATH5583,5,8
14723_6#18,GPS_US_PATH5584,13,52
14723_6#20,GPS_US_PATH5587,6A,13
14723_6#21,GPS_US_PATH5588,33D,30
14723_6#22,GPS_US_PATH5589,19A,17
14723_6#23,GPS_US_PATH5590,14,9
14723_6#24,GPS_US_PATH5591,5,8
14723_6#26,GPS_US_PATH5593,6A,13
14723_6#27,GPS_US_PATH5594,5,8
14723_6#30,GPS_US_PATH5597,15A,34
14723_6#31,GPS_US_PATH5599,6B,37
14723_6#32,GPS_US_PATH5600,23F,20
14723_6#33,GPS_US_PATH5601,6B,171
14723_6#34,GPS_US_PATH5603,6A,13
14723_6#35,GPS_US_PATH5605,6B,37
14723_6#36,GPS_US_PATH5606,23F,20
14723_6#37,GPS_US_PATH5607,4,79
14723_6#38,GPS_US_PATH5608,12F,26
14723_6#39,GPS_US_PATH5609,6B,37
14723_6#40,GPS_US_PATH5610,6B,37
14723_6#41,GPS_US_PATH5611,14,9
14723_6#42,GPS_US_PATH5613,21,11
14723_6#43,GPS_US_PATH5614,14,9
14723_6#44,GPS_US_PATH5615,14,21
14723_6#45,GPS_US_PATH5616,18C,11
14723_6#46,GPS_US_PATH5617,12F,26
14723_6#47,GPS_US_PATH5618,23F,20
14723_6#48,GPS_US_PATH5619,5,8
14723_6#49,GPS_US_PATH5622,6B,37
14723_6#50,GPS_US_PATH5623,6B,37
14723_6#51,GPS_US_PATH5624,6A,13
14723_6#52,GPS_US_PATH5625,5,8
14723_6#53,GPS_US_PATH6441,19F,29
14723_6#54,GPS_US_PATH6442,19F,1
14723_6#55,GPS_US_PATH6443,9V,6
14723_6#56,GPS_US_PATH6444,14,6
14723_6#57,GPS_US_PATH6445,19A,6
14723_6#58,GPS_US_PATH6446,35F,36
14723_6#59,GPS_US_PATH6447,14,6
14723_6#61,GPS_US_PATH6449,23F,7
14723_6#62,GPS_US_PATH6450,23F,7
14723_6#63,GPS_US_PATH6451,23F,7
14723_6#64,GPS_US_PATH6452,3,12
14723_6#65,GPS_US_PATH6453,19F,1
15277_1#56,GPS_US_PATH6454,15A,16
14723_6#67,GPS_US_PATH6455,19A,1
14723_6#68,GPS_US_PATH6456,19A,1
14723_6#69,GPS_US_PATH6457,6B,23
14723_6#70,GPS_US_PATH6458,6B,24
14723_6#71,GPS_US_PATH6459,6A,13
14723_6#72,GPS_US_PATH6460,14,279
14723_6#74,GPS_US_PATH6462,19A,6
14723_6#75,GPS_US_PATH6463,6B,24
14723_6#76,GPS_US_PATH6464,6A,64
14723_6#77,GPS_US_PATH6465,6B,24
14723_6#78,GPS_US_PATH6466,19A,6
14723_6#79,GPS_US_PATH6467,18C,3
14723_6#81,GPS_US_PATH6469,19A,24
14723_6#82,GPS_US_PATH6470,23F,7
14723_6#83,GPS_US_PATH6471,23F,7
14723_6#84,GPS_US_PATH6472,23F,7
14723_6#85,GPS_US_PATH6473,6A,76
14723_6#86,GPS_US_PATH6474,6B,23
14723_6#88,GPS_US_PATH6476,15A,16
15277_1#57,GPS_US_PATH6477,19F,175
14723_6#90,GPS_US_PATH6478,18C,3
14723_6#91,GPS_US_PATH6479,10A,35
14723_6#92,GPS_US_PATH6480,19A,6
14723_5#1,GPS_US_PATH6484,9N,16
14723_5#2,GPS_US_PATH6485,6A,24
14723_5#3,GPS_US_PATH6486,19F,119
14723_5#4,GPS_US_PATH6487,19F,175
14723_5#5,GPS_US_PATH6488,3,12
14723_5#6,GPS_US_PATH6489,6B,24
14723_5#7,GPS_US_PATH6490,10A,35
15378_2#64,GPS_MW_C13355_R1,6B,183
15378_2#65,GPS_MW_C14798_R1,6B,183
15378_2#1,GPS_MW_A26988_R1,1,2
15378_2#2,GPS_MW_D38253_R1,35D,5
15378_2#66,GPS_MW_C14650_R1,13,65
15378_2#3,GPS_MW_1390,11A,40
15378_2#67,GPS_MW_2168,19F,21
15378_2#68,GPS_MW_927,19F,21
15378_2#69,GPS_MW_5048,18C,40
15378_2#6,GPS_MW_C17415_R1,6A,13
15378_2#8,GPS_MW_C13233_R1,15BC,143
15378_2#71,GPS_MW_2485,6A,13
15378_2#72,GPS_MW_2444,10B,30
15378_2#74,GPS_MW_D7940_R1,1,2
15378_2#76,GPS_MW_2279,6B,129
15378_2#9,GPS_MW_D39268_R1,14,9
15378_2#77,GPS_MW_D49723_R1,12B,218
15378_2#78,GPS_MW_D7887_R1,9V,22
15378_2#82,GPS_MW_4944,4,86
15378_2#83,GPS_MW_C15275_R1,12B,218
15378_2#84,GPS_MW_C16950_R1,6A,13
15378_2#87,GPS_MW_C7186_R1,33D,30
15378_2#88,GPS_MW_C9864_R1,6B,120
15378_2#89,GPS_MW_D11449_R1,19F,192
15378_2#90,GPS_MW_D40036_R1,6A,13
15378_2#10,GPS_MW_1449,6B,280
15378_2#92,GPS_MW_2684,19A,53
15378_2#93,GPS_MW_5859,19F,202
15378_2#94,GPS_MW_1396,7C,92
15378_2#95,GPS_MW_5689,9V,54
15378_3#1,GPS_MW_953,15A,22
15378_3#4,GPS_MW_1137,6B,181
15378_3#5,GPS_MW_2652,6A,13
15378_3#6,GPS_MW_140,19F,21
15378_3#7,GPS_MW_1784,14,9
15378_3#10,GPS_MW_3407,19B,161
15378_3#11,GPS_MW_3451,18A,61
15378_3#12,GPS_MW_595,6A,190
15378_3#13,GPS_MW_2364,13,65
15378_3#14,GPS_MW_2318,15BC,5
15378_3#15,GPS_MW_1627,15BC,216
15378_3#17,GPS_MW_3359,6A,190
15378_3#18,GPS_MW_1006,10A,145
15378_3#19,GPS_MW_1169,16F,33
15378_3#20,GPS_MW_5469,21,71
15378_3#21,GPS_MW_2940,16F,33
15378_3#23,GPS_MW_1467,6A,13
15378_3#24,GPS_MW_1360,23F,20
15378_3#25,GPS_MW_1832,21,11
15378_3#26,GPS_MW_2409,21,11
15378_3#27,GPS_MW_3169,33D,30
15378_3#28,GPS_MW_4130,6A,13
15378_3#29,GPS_MW_3466,6B,129
15378_3#30,GPS_MW_1732,9V,54
15378_3#31,GPS_MW_3248,19F,202
15378_3#32,GPS_MW_1867,9V,22
15378_3#33,GPS_MW_6217,19A,53
15378_3#34,GPS_MW_6240,35A,43
15378_3#35,GPS_MW_1865,31,57
15378_3#36,GPS_MW_1558,23B,210
15378_3#37,GPS_MW_1030,15A,22
15378_3#38,GPS_MW_846,19F,202
15378_3#39,GPS_MW_1938,6B,181
15378_3#40,GPS_MW_2022,31,57
15378_3#42,GPS_MW_1625,16F,33
15378_3#43,GPS_MW_2660,3,10
15378_3#44,GPS_MW_1172,19A,53
15378_3#46,GPS_MW_1349,11A,11
15378_3#47,GPS_MW_466,16F,33
15378_3#48,GPS_MW_1058,6B,227
15378_3#49,GPS_MW_580,21,11
15378_3#50,GPS_MW_1993,6B,181
15378_3#51,GPS_MW_1742,21,71
15378_3#52,GPS_MW_2843,6B,171
15378_3#53,GPS_MW_1355,19B,161
15378_3#54,GPS_MW_964,16F,33
15378_3#55,GPS_MW_2399,NT,211
15378_3#56,GPS_MW_784,19A,53
15378_3#57,GPS_MW_1147,19F,21
15378_3#58,GPS_MW_2359,34,217
15378_3#60,GPS_MW_1427,16F,33
15378_3#61,GPS_MW_1408,6A,13
15378_3#62,GPS_MW_3027,16F,33
15378_2#11,GPS_MW_713,19F,21
15378_3#65,GPS_MW_1727,31,57
15378_3#66,GPS_MW_2020,15BC,5
15378_3#67,GPS_MW_2707,15BC,143
15378_3#70,GPS_MW_5372,13,65
15378_3#72,GPS_MW_2565,15BC,143
15378_3#73,GPS_MW_5702,11A,163
15378_3#74,GPS_MW_2494,23F,20
15378_3#75,GPS_MW_3106,22A,40
15378_3#76,GPS_MW_2230,19A,53
15378_3#77,GPS_MW_203,15BC,143
15378_3#78,GPS_MW_987,13,65
15378_3#80,GPS_MW_2845,NT,60
15378_3#81,GPS_MW_320,29,190
15378_3#82,GPS_MW_1413,9V,22
15378_3#83,GPS_MW_514,23B,210
15378_3#85,GPS_MW_239,16F,33
15378_3#86,GPS_MW_4159,16F,33
15378_3#87,GPS_MW_1967,16F,33
15378_3#88,GPS_MW_1683,10B,30
15378_3#89,GPS_MW_1260,19A,53
15378_3#91,GPS_MW_2378,13,65
15378_3#92,GPS_MW_1541,15BC,143
15378_3#93,GPS_MW_1019,23F,20
15378_3#94,GPS_MW_4375,7C,92
15378_3#95,GPS_MW_1615,14,9
15378_4#1,GPS_MW_663,6B,227
15378_4#2,GPS_MW_883,4,86
15378_4#3,GPS_MW_2770,16F,33
15378_4#4,GPS_MW_4702,16F,33
15378_4#5,GPS_MW_95,21,71
15378_4#6,GPS_MW_144,22F,34
15378_4#7,GPS_MW_4966,23F,20
15378_4#8,GPS_MW_606,16F,114
15378_4#9,GPS_MW_5500,18C,40
15378_4#10,GPS_MW_4786,13,65
15378_4#11,GPS_MW_456,4,86
15378_4#12,GPS_MW_5,23F,20
15378_4#13,GPS_MW_1199,14,9
15378_4#14,GPS_MW_786,34,34
15378_4#15,GPS_MW_1883,NT,81
15378_4#16,GPS_MW_2649,3,10
15378_4#17,GPS_MW_1796,6A,190
15378_4#18,GPS_MW_3622,29,13
15378_4#19,GPS_MW_1368,14,9
15378_4#20,GPS_MW_958,17F,61
15378_4#21,GPS_MW_1090,18A,11
15378_2#13,GPS_MW_2949,6A,13
15378_2#14,GPS_MW_BHA4DN,3,10
15378_4#23,GPS_MW_BIP1H9,34,217
15378_4#24,GPS_MW_BIP1JU,38,117
15378_4#25,GPS_MW_BIP1JS,1,2
15378_2#15,GPS_MW_BKQ6YX,13,65
15378_4#26,GPS_MW_BIP1I1,1,2
15378_4#27,GPS_MW_BKR2VM,46,26
15378_4#29,GPS_MW_1024121,23F,5
15378_4#30,GPS_MW_1037340,7F,56
15378_4#32,GPS_MW_BQN1D8,33F,9
15378_4#33,GPS_MW_BQN1DL,NT,148
15378_4#34,GPS_MW_BQN1E3,13,65
15378_4#35,GPS_MW_BQN1BP,NT,148
15378_4#37,GPS_MW_BQN1FT,33F,9
15378_4#38,GPS_MW_BQN1ET,6B,366
15378_4#39,GPS_MW_BQN16G,13,65
15378_4#42,GPS_MW_BQN10M,15A,22
15378_4#43,GPS_MW_BQN18P,13,65
15378_4#49,GPS_MW_1869,31,57
15378_4#50,GPS_MW_155009,6B,129
15378_4#53,GPS_MW_1783,34,217
15378_4#54,GPS_MW_4515,19F,202
15378_4#55,GPS_MW_154700,10B,30
15378_4#56,GPS_MW_155017,12F,26
15378_4#60,GPS_MW_1610,13,65
15378_4#61,GPS_MW_2909,16F,33
15378_4#62,GPS_MW_5697,18A,61
15378_4#63,GPS_MW_154721,6A,367
15378_4#66,GPS_MW_2298,10B,30
15378_4#67,GPS_MW_1715,NT,332
15378_4#68,GPS_MW_5065,21,71
15378_4#69,GPS_MW_938,13,65
15378_4#70,GPS_MW_498,6B,227
15378_4#71,GPS_MW_155271,6B,280
15378_4#74,GPS_MW_1750,15BC,5
15378_4#77,GPS_MW_2358,23F,20
15378_4#78,GPS_MW_1858,3,10
15378_4#79,GPS_MW_155016,12F,26
15378_4#82,GPS_MW_2053,34,217
15378_4#83,GPS_MW_1974,35B,5
15378_4#85,GPS_MW_2414,9V,54
15378_4#86,GPS_MW_1788,18C,40
15378_4#87,GPS_MW_154692,15A,22
15378_4#92,GPS_MW_770,16F,33
15378_4#95,GPS_MW_154984,14,9
15531_2#3,GPS_MW_1907,NT,81
15531_2#4,GPS_MW_1684,16F,33
15531_2#5,GPS_MW_1436,9V,54
15531_2#8,GPS_MW_155274,35B,5
15531_2#10,GPS_MW_1703,10B,30
15531_2#12,GPS_MW_4795,19F,202
15531_2#13,GPS_MW_2810,5,8
15531_2#14,GPS_MW_1123,9V,54
15531_2#15,GPS_MW_1772,9V,22
15531_2#19,GPS_MW_1819,10B,30
15531_2#20,GPS_MW_4980,9V,54
15531_2#21,GPS_MW_2490,16F,33
15531_2#22,GPS_MW_4924,19A,53
15378_2#17,GPS_MW_155273,NT,81
15531_2#23,GPS_MW_155169,19A,65
15531_2#25,GPS_MW_1910,19F,21
15531_2#27,GPS_MW_1928,13,65
15378_2#18,GPS_MW_2470,4,86
15531_2#28,GPS_MW_1005348,12F,26
15531_2#29,GPS_MW_155277,20A,184
15531_2#30,GPS_MW_154697,15A,22
15531_2#32,GPS_MW_2875,6B,227
15378_2#19,GPS_MW_1863,29,190
15531_2#33,GPS_MW_1002751,12F,26
15531_2#34,GPS_MW_5386,19F,202
15531_2#36,GPS_MW_155163,11A,163
15531_2#37,GPS_MW_A57013,4,86
15531_2#39,GPS_MW_1653,14,9
15531_2#40,GPS_MW_2520,16F,33
15531_2#41,GPS_MW_3057,19A,53
15531_2#42,GPS_MW_2595,34,217
15531_2#43,GPS_MW_3200,15A,22
15531_2#44,GPS_MW_155012,16F,114
15531_2#45,GPS_MW_155011,35F,30
15531_2#46,GPS_MW_154985,14,9
15531_2#47,GPS_MW_155005,28F,228
15531_2#48,GPS_MW_155275,35B,5
15531_2#50,GPS_MW_155270,6A,30
15531_2#51,GPS_MW_155278,28F,228
15531_2#52,GPS_MW_155019,21,11
15531_2#54,GPS_MW_154720,6A,367
15531_2#56,GPS_MW_154689,10B,30
15531_2#58,GPS_MW_154979,6A,13
15531_2#60,GPS_MW_155146,3,9
15531_2#61,GPS_MW_154698,15A,22
15531_2#63,GPS_MW_155272,6A,30
15531_2#65,GPS_MW_155147,21,11
15531_2#66,GPS_MW_1004982,5,8
15531_2#67,GPS_MW_B21977,16F,114
15531_2#69,GPS_MW_155015,34,281
15531_2#71,GPS_MW_155004,33D,30
15531_2#72,GPS_MW_C23056,9V,26
15531_2#73,GPS_MW_154685,19B,161
15531_2#75,GPS_MW_155279,28F,228
15531_2#78,GPS_MW_A56917,4,86
15531_2#81,GPS_MW_6517,6B,181
15531_2#83,GPS_MW_A57882,24,91
15531_2#87,GPS_MW_A57916,7F,56
15531_2#90,GPS_MW_1005628,1,2
15378_2#21,GPS_MW_1958,19A,17
15531_2#93,GPS_MW_1410,14,9
15531_2#95,GPS_MW_C22964,1,2
15531_3#1,GPS_MW_C23050,18C,40
15531_3#4,GPS_MW_1003235,1,2
15531_3#6,GPS_MW_C23499,23F,20
15531_3#7,GPS_MW_1003391,5,8
15531_3#8,GPS_MW_D54934,9V,54
15531_3#12,GPS_MW_BDU10Y,17F,61
15378_2#22,GPS_MW_A60380,16F,104
15531_3#37,GPS_MW_D57353,23F,20
15531_3#42,GPS_MW_D54555,5,8
15531_3#54,GPS_MW_D53800,5,8
15531_3#80,GPS_MW_152359,21,201
15531_3#83,GPS_MW_150160,6B,280
15531_3#84,GPS_MW_149568,19F,84
15531_3#85,GPS_MW_154451,19F,21
15531_3#86,GPS_MW_148386,NT,148
15531_3#87,GPS_MW_152789,38,117
15531_3#88,GPS_MW_152501,33D,30
15531_3#89,GPS_MW_152499,34,281
15531_3#90,GPS_MW_151126,10B,30
15531_3#91,GPS_MW_150618,14,9
15531_3#92,GPS_MW_BKR55K,1,2
15531_3#93,GPS_MW_154288,19A,53
15531_3#94,GPS_MW_BKQD67,35B,5
15531_3#95,GPS_MW_BKR4MI,20A,163
15531_4#1,GPS_MW_150940,23A,116
15531_4#2,GPS_MW_154459,7C,92
15531_4#3,GPS_MW_150617,16F,104
15531_4#4,GPS_MW_153983,15A,22
15531_4#5,GPS_MW_153623,NT,332
15531_4#6,GPS_MW_153621,7C,92
15531_4#7,GPS_MW_153991,6B,13
15531_4#8,GPS_MW_153988,7C,92
15531_4#9,GPS_MW_154455,7C,92
15531_4#10,GPS_MW_148823,28F,54
15531_4#11,GPS_MW_150619,9V,54
15531_4#12,GPS_MW_152015,23F,20
15531_4#13,GPS_MW_150043,13,65
15531_4#14,GPS_MW_152362,31,57
15531_4#15,GPS_MW_154269,19F,21
15531_4#16,GPS_MW_153984,15A,22
15531_4#17,GPS_MW_154457,20A,163
15531_4#18,GPS_MW_154129,13,65
15531_4#19,GPS_MW_151116,13,65
15531_4#20,GPS_MW_153989,19F,21
15531_4#21,GPS_MW_150150,19A,21
15531_4#22,GPS_MW_153629,11A,163
15531_4#23,GPS_MW_152355,9V,54
15531_4#24,GPS_MW_152788,19F,33
15531_4#25,GPS_MW_150411,10B,30
15531_4#26,GPS_MW_149902,28F,228
15531_4#28,GPS_MW_150410,10B,30
15531_4#29,GPS_MW_148859,6A,120
15531_4#30,GPS_MW_153300,35A,43
15531_4#31,GPS_MW_150042,13,65
15531_4#32,GPS_MW_150934,19B,161
15531_4#33,GPS_MW_149569,19F,84
15531_4#34,GPS_MW_150611,15BC,88
15531_4#35,GPS_MW_153980,15BC,143
15531_4#39,GPS_MW_BHB39B,6B,183
15531_4#40,GPS_MW_BKQ8FK,5,8
15531_4#42,GPS_GM_0899,19F,1
15378_2#23,GPS_GM_0900,12F,26
15378_2#24,GPS_GM_0901,19F,1
15531_4#43,GPS_GM_0902,6A,47
15531_4#44,GPS_GM_0903,19A,5
15378_2#26,GPS_GM_0905,15BC,40
15378_2#27,GPS_GM_0906,5,8
15378_2#28,GPS_GM_0907,9V,43
15531_4#45,GPS_GM_0908,15BC,40
15378_2#29,GPS_GM_0909,12F,26
15531_4#46,GPS_GM_0910,5,8
15531_4#48,GPS_GM_0912,23B,78
15378_2#30,GPS_GM_0913,1,2
15378_2#31,GPS_GM_0914,12F,26
15531_4#49,GPS_GM_0915,23B,78
15531_4#50,GPS_GM_0916,1,2
15531_4#51,GPS_GM_0917,6A,62
15378_2#32,GPS_GM_0918,9V,43
15378_2#33,GPS_GM_0919,5,8
15531_4#52,GPS_GM_0921,23F,20
15531_4#54,PI0092_R1,5,8
15378_2#35,GPS_GM_0923,38,117
15378_2#36,GPS_GM_0924,16F,103
15531_4#55,GPS_GM_0925,12F,26
15378_2#38,GPS_GM_0927,5,8
15378_2#39,GPS_GM_0928,12F,26
15531_4#56,GPS_GM_0929,7B,5
15378_2#40,GPS_GM_0930,5,8
15531_4#57,GPS_GM_0931,5,8
15531_4#60,GPS_GM_0934,5,8
15531_4#62,GPS_GM_0936,12F,26
15378_2#41,GPS_GM_0937,5,8
15531_4#63,GPS_GM_0938,20A,61
15531_4#64,GPS_GM_0939,1,2
15531_4#65,GPS_GM_0940,1,2
15531_4#66,GPS_GM_0941,21,164
15531_4#67,GPS_GM_0942,21,164
15531_4#68,GPS_GM_0943,16F,80
15531_4#69,GPS_GM_0944,6B,58
15531_4#70,GPS_GM_0945,6B,58
15378_2#42,GPS_GM_0946,6A,47
15531_4#71,GPS_GM_0947,6A,47
15378_2#43,GPS_GM_0948,21,11
15378_2#44,GPS_GM_0949,19A,53
15531_4#72,GPS_GM_0950,17F,40
15531_5#33,GPS_GM_1013,9V,43
15378_2#45,GPS_GM_0951,34,34
15531_4#73,GPS_GM_0952,16F,80
15531_5#34,GPS_GM_1014,5,8
15531_4#74,GPS_GM_0953,6A,5
15531_4#75,GPS_GM_0954,15BC,40
15531_4#76,GPS_GM_0955,14,9
15531_5#35,GPS_GM_1015,1,2
15531_4#77,GPS_GM_0956,23B,78
15378_2#46,GPS_GM_0957,23A,7
15531_4#78,GPS_GM_0958,19F,1
15531_4#79,GPS_GM_0959,19A,53
15531_4#80,GPS_GM_0960,23B,78
15531_4#81,GPS_GM_0961,23A,7
15531_4#82,GPS_GM_0962,38,117
15531_4#83,GPS_GM_0963,21,164
15531_4#84,GPS_GM_0964,34,34
15531_5#39,GPS_GM_1019,20A,61
15378_2#47,GPS_GM_0966,24,462
15531_4#86,GPS_GM_0967,6A,47
15531_5#41,GPS_GM_1021,12F,26
15531_4#87,GPS_GM_0968,19F,1
15531_5#42,GPS_GM_1022,23F,20
15531_4#88,GPS_GM_0970,14,9
15531_4#89,GPS_GM_0971,1,2
15531_4#90,GPS_GM_0972,12F,26
15531_4#91,GPS_GM_0973,1,2
15378_2#49,GPS_GM_0974,1,2
15531_5#44,GPS_GM_1024,34,34
15531_4#92,GPS_GM_0975,14,108
15531_4#93,GPS_GM_0976,19A,121
15531_5#45,GPS_GM_1025,19F,84
15378_2#50,GPS_GM_0977,1,2
15531_5#46,GPS_GM_1026,15A,80
15531_5#1,GPS_GM_0980,5,8
15531_5#47,GPS_GM_1027,9L,88
15531_5#4,GPS_GM_0983,17F,61
15531_5#48,GPS_GM_1028,18C,67
15531_5#5,GPS_GM_0984,5,8
15531_5#49,GPS_GM_1029,23B,78
15531_5#7,GPS_GM_0986,12F,26
15531_5#8,GPS_GM_0987,5,8
15531_5#50,GPS_GM_1030,38,117
15531_5#51,GPS_GM_1031,12F,26
15531_5#52,GPS_GM_1032,19F,1
15531_5#54,GPS_GM_1034,6A,62
15531_5#55,GPS_GM_1035,19F,1
15531_5#56,GPS_GM_1036,14,9
15531_5#57,GPS_GM_1037,6A,333
15531_5#58,GPS_GM_1038,6A,62
15531_5#59,GPS_GM_1039,23F,20
15531_5#60,GPS_GM_1040,10F,30
15531_5#61,GPS_GM_1041,19F,80
15531_5#62,GPS_GM_1042,6B,23
