Lane.Id,Public.Name,Serotype,Strain
14936_4#64,GPS_ZA_2581,16F,114
14936_4#65,GPS_ZA_2582,35A,43
14936_4#67,GPS_ZA_2584,8,224
14936_4#68,GPS_ZA_2585,16F,33
14936_4#69,GPS_ZA_2586,3,51
14936_4#70,GPS_ZA_2587,15BC,48
14936_4#71,GPS_ZA_2588,6B,77
14936_4#72,GPS_ZA_2589,6B,77
14936_4#73,GPS_ZA_2590,7F,32
14936_4#74,GPS_ZA_2591,17F,459
14936_4#75,GPS_ZA_2592,19A,17
14936_4#76,GPS_ZA_2593,6A,13
14936_4#77,GPS_ZA_2594,8,3
14936_4#78,GPS_ZA_2595,6B,24
14936_4#79,GPS_ZA_2596,29,145
14936_4#80,GPS_ZA_2597,19F,1
14936_4#81,GPS_ZA_2598,15BC,48
14936_4#82,GPS_ZA_2599,3,12
14936_4#83,GPS_ZA_2600,16F,46
14936_4#84,GPS_ZA_2601,15BC,48
14936_4#85,GPS_ZA_2602,10A,35
14936_4#86,GPS_ZA_2603,34,45
14936_4#87,GPS_ZA_2604,13,52
14936_4#88,GPS_ZA_2605,23F,14
14936_4#89,GPS_ZA_2606,5,8
14936_4#90,GPS_ZA_2607,23A,116
14936_4#91,GPS_ZA_2608,15A,40
14936_4#92,GPS_ZA_2609,8,3
14936_4#93,GPS_ZA_2610,39,147
14936_4#94,GPS_ZA_2611,16F,33
14936_4#95,GPS_ZA_2612,12F,26
14913_5#1,GPS_ZA_2613,35B,160
14913_5#2,GPS_ZA_2614,6A,13
14913_5#3,GPS_ZA_2615,13,52
14913_5#4,GPS_ZA_2616,35B,5
14913_5#5,GPS_ZA_2617,19A,17
14913_5#6,GPS_ZA_2618,15BC,48
14913_5#7,GPS_ZA_2619,8,3
14913_5#8,GPS_ZA_2620,6B,77
14913_5#9,GPS_ZA_2621,21,11
14913_5#10,GPS_ZA_2622,10A,36
14913_5#11,GPS_ZA_2623,12F,56
14913_5#12,GPS_ZA_2624,12F,26
14913_5#13,GPS_ZA_2625,6A,5
14913_5#14,GPS_ZA_2626,11A,22
14913_5#15,GPS_ZA_2627,8,3
14913_5#16,GPS_ZA_2628,8,3
14913_5#17,GPS_ZA_2629,12F,26
14913_5#18,GPS_ZA_2630,15BC,25
14913_5#19,GPS_ZA_2631,35B,30
14913_5#20,GPS_ZA_2632,6B,37
14913_5#21,GPS_ZA_2633,13,52
14913_5#22,GPS_ZA_2634,17F,61
14913_5#23,GPS_ZA_2635,7C,93
14913_5#24,GPS_ZA_2636,35D,59
14913_5#25,GPS_ZA_2637,18C,67
14913_5#26,GPS_ZA_2638,23F,14
14913_5#27,GPS_ZA_2639,6C,178
14913_5#28,GPS_ZA_2640,15BC,133
14913_5#29,GPS_ZA_2641,16F,114
14913_5#30,GPS_ZA_2642,19F,1
14913_5#31,GPS_ZA_2643,15BC,25
14913_5#32,GPS_ZA_2644,23A,116
14913_5#33,GPS_ZA_2645,35B,5
14913_5#34,GPS_ZA_2646,18C,67
14913_5#35,GPS_ZA_2647,12F,26
14913_5#36,GPS_ZA_2648,12F,56
14913_5#37,GPS_ZA_2649,1,2
14913_5#38,GPS_ZA_2650,19A,17
14913_5#39,GPS_ZA_2651,23B,102
14913_5#40,GPS_ZA_2652,6A,13
14913_5#41,GPS_ZA_2653,15A,168
14913_5#42,GPS_ZA_2654,6A,13
14913_5#43,GPS_ZA_2655,22F,3
14913_5#44,GPS_ZA_2656,34,34
14913_5#45,GPS_ZA_2657,35B,5
14913_5#46,GPS_ZA_2658,9V,54
14913_5#47,GPS_ZA_2659,1,2
14913_5#48,GPS_ZA_2660,16F,114
14913_5#49,GPS_ZA_2661,12F,56
14913_5#50,GPS_ZA_2662,15BC,48
14913_5#51,GPS_ZA_2663,8,3
14913_5#52,GPS_ZA_2664,35B,5
14913_5#53,GPS_ZA_2665,15BC,25
14913_5#54,GPS_ZA_2666,16F,114
14913_5#55,GPS_ZA_2667,8,3
14913_5#56,GPS_ZA_2668,12F,56
14913_5#57,GPS_ZA_2669,16F,33
14913_5#58,GPS_ZA_2670,7F,32
14913_5#59,GPS_ZA_2671,3,51
15277_3#65,GPS_ZA_2672,23F,14
14913_5#61,GPS_ZA_2673,17F,61
14913_5#62,GPS_ZA_2674,19A,17
14913_5#63,GPS_ZA_2675,8,3
14913_5#64,GPS_ZA_2676,15A,179
15277_3#66,GPS_ZA_2677,35F,36
14913_5#66,GPS_ZA_2678,10F,30
14913_5#67,GPS_ZA_2679,28A,191
14913_5#68,GPS_ZA_2680,9V,54
14913_5#69,GPS_ZA_2681,33F,3
15841_6#41,GPS_ZA_2682,19F,5
14913_5#72,GPS_ZA_2684,7F,32
14913_5#73,GPS_ZA_2685,17F,243
14913_5#74,GPS_ZA_2686,4,182
14913_5#75,GPS_ZA_2687,35B,5
14913_5#76,GPS_ZA_2688,13,52
14913_5#77,GPS_ZA_2689,8,3
14913_5#78,GPS_ZA_2690,15A,22
14913_5#79,GPS_ZA_2691,23F,14
14913_5#80,GPS_ZA_2692,33D,30
14913_5#81,GPS_ZA_2693,8,3
14913_5#82,GPS_ZA_2694,23A,7
14913_5#83,GPS_ZA_2695,35B,5
14913_5#84,GPS_ZA_2696,21,11
14913_5#85,GPS_ZA_2697,19A,17
14913_5#86,GPS_ZA_2698,18C,68
14913_5#87,GPS_ZA_2699,13,52
14913_5#88,GPS_ZA_2700,6B,37
14913_5#89,GPS_ZA_2701,21,11
14913_5#90,GPS_ZA_2702,15BC,4
14913_5#91,GPS_ZA_2703,16F,33
14913_5#92,GPS_ZA_2704,33D,30
14913_5#93,GPS_ZA_2705,19F,21
14913_5#94,GPS_ZA_2706,23A,116
14913_5#95,GPS_ZA_2707,3,1
14913_6#1,GPS_ZA_2708,31,57
14913_6#2,GPS_ZA_2709,16F,46
14913_6#3,GPS_ZA_2710,8,3
14913_6#4,GPS_ZA_2711,12F,56
14913_6#5,GPS_ZA_2712,15BC,11
14913_6#6,GPS_ZA_2713,19A,17
14913_6#14,GPS_ZA_2721,15BC,48
14913_6#25,GPS_ZA_2732,5,8
14913_6#30,GPS_ZA_1013,6A,41
14913_6#38,GPS_ZA_1172,14,10
14913_6#46,GPS_ZA_1234,6A,13
14913_6#56,GPS_ZA_2752,23F,14
14913_6#57,GPS_ZA_2753,12F,26
14913_6#58,GPS_ZA_2754,11A,22
14913_6#59,GPS_ZA_2755,19A,17
14913_6#60,GPS_ZA_2756,1,2
14913_6#61,GPS_ZA_2757,23F,14
14913_6#62,GPS_ZA_681,18F,142
14913_6#64,GPS_ZA_2758,12F,56
14913_6#65,GPS_ZA_2759,8,3
14913_6#66,GPS_ZA_2760,15A,168
14913_6#67,GPS_ZA_2761,3,12
14913_6#68,GPS_ZA_2762,1,2
14913_6#69,GPS_ZA_2763,23F,14
14913_6#73,GPS_ZA_2765,28A,365
14913_6#74,GPS_ZA_2766,20A,255
14913_6#75,GPS_ZA_2767,8,3
14913_6#76,GPS_ZA_2768,1,2
14913_6#77,GPS_ZA_2769,9V,54
14913_6#78,GPS_ZA_977,14,10
14913_6#80,GPS_ZA_2770,3,51
14913_6#81,GPS_ZA_2771,31,3
14913_6#82,GPS_ZA_2772,1,2
14913_6#83,GPS_ZA_2773,15BC,48
14913_6#84,GPS_ZA_2774,16F,46
14913_6#85,GPS_ZA_2775,6A,13
14913_6#86,GPS_ZA_983,14,10
14913_6#89,GPS_ZA_2777,8,3
14913_6#90,GPS_ZA_2778,17F,49
14913_6#91,GPS_ZA_2779,10A,30
14913_6#92,GPS_ZA_2780,1,2
14913_6#93,GPS_ZA_2781,16F,33
14913_6#94,GPS_ZA_16,23F,14
14913_6#95,GPS_ZA_2782,11A,22
14673_1#1,GPS_US_2012224892,15BC,6
14673_1#2,GPS_US_2012215002,19A,1
14673_1#3,GPS_US_2012220420,33F,3
14673_1#4,GPS_US_2013210866,33F,3
14673_1#5,GPS_US_2012224898,6C,24
14673_1#6,GPS_US_2013208713,3,12
14673_1#7,GPS_US_2013212247,6C,24
14673_1#8,GPS_US_2013212843,3,12
14673_1#9,GPS_US_5187_01,14,39
14673_1#10,GPS_US_2009206314,22F,19
14673_1#11,GPS_US_2009201154,15BC,4
14673_1#12,GPS_US_2009201416,22F,19
14673_1#13,GPS_US_2009202614,7F,32
14673_1#14,GPS_US_2009216595,22F,19
14673_1#15,GPS_US_2009214582,14,9
14673_1#16,GPS_US_2009216552,18C,50
14673_1#17,GPS_US_2009216553,18B,50
14673_1#18,GPS_US_0536_02,12F,32
15277_1#4,GPS_US_4567_03,4,27
14673_1#20,GPS_US_6002_01,24,16
14673_1#21,GPS_US_3978_02,19A,4
14673_1#22,GPS_US_0337_02,14,39
14673_1#23,GPS_US_6161_00,14,39
15277_1#5,GPS_US_6163_00,19F,119
14673_1#25,GPS_US_5387_00,9V,6
14673_1#26,GPS_US_5416_00,6A,64
15277_1#6,GPS_US_5781_03,35F,36
14673_1#28,GPS_US_8724_03,3,12
15277_1#7,GPS_US_2838_00,23F,7
14673_1#30,GPS_US_9173_04,22F,19
14673_1#31,GPS_US_5186_02,18B,50
14673_1#32,GPS_US_5636_02,6B,23
14673_1#33,GPS_US_5987_02,6B,24
15277_1#8,GPS_US_6073_02,15BC,4
15277_1#9,GPS_US_3673_03,33F,3
14673_1#36,GPS_US_5135_03,23F,16
14673_1#37,GPS_US_6023_03,19F,119
14673_1#38,GPS_US_6025_03,9V,6
14673_1#39,GPS_US_4477_02,19F,4
14673_1#40,GPS_US_2011200206,7F,15
15277_1#10,GPS_US_4975_02,19A,4
14673_1#42,GPS_US_5235_00,19F,16
14673_1#43,GPS_US_5773_06,19A,4
14673_1#45,GPS_US_6827_06,3,12
14673_1#46,GPS_US_9429_06,19A,97
14673_1#47,GPS_US_9284_06,6C,89
14673_1#48,GPS_US_7992_06,19A,1
14673_1#49,GPS_US_8445_06,19A,4
14673_1#50,GPS_US_8922_06,19A,4
14673_1#51,GPS_US_3850_07,22F,19
14673_1#52,GPS_US_4011_07,19A,1
14673_1#53,GPS_US_9556_06,1,31
14673_1#54,GPS_US_9693_04,15BC,11
14673_1#55,GPS_US_4116_07,19A,4
14673_1#56,GPS_US_6205_04,3,363
14673_1#57,GPS_US_4268_07,33F,3
14673_1#58,GPS_US_8162_07,38,38
14673_1#59,GPS_US_7090_07,19F,119
14673_1#60,GPS_US_7565_07,3,12
14673_1#61,GPS_US_7574_07,23B,5
14673_1#62,GPS_US_3489_08,19A,1
14673_1#63,GPS_US_3491_08,19A,27
14673_1#64,GPS_US_8290_07,19A,16
14673_1#65,GPS_US_8433_07,12F,32
14673_1#66,GPS_US_2008008309,19A,27
14673_1#67,GPS_US_2008004334,19A,1
14673_1#68,GPS_US_2008008385,6C,111
14673_1#69,GPS_US_2008008731,22F,19
14673_1#70,GPS_US_2008227157,19A,4
14673_1#71,GPS_US_5339_08,19A,1
14673_1#74,GPS_US_2008232452,8,98
14673_1#75,GPS_US_2008232504,38,38
14673_1#76,GPS_US_2008235379,19A,4
14673_1#77,GPS_US_2008235380,7F,15
14673_1#78,GPS_US_2009203640,7F,15
14673_1#79,GPS_US_2008228002,15A,9
14673_1#80,GPS_US_2008229142,35B,75
14673_1#81,GPS_US_2008237702,19A,1
14673_1#82,GPS_US_2008238089,19A,1
14673_1#83,GPS_US_2009201003,38,38
14673_1#84,GPS_US_2008230628,19A,1
14673_1#85,GPS_US_2008230642,7F,15
14673_1#86,GPS_US_2008232792,19A,1
14673_1#87,GPS_US_2008232831,33F,3
14673_1#88,GPS_US_2008232885,19A,16
14673_1#89,GPS_US_2009202419,22F,19
14673_1#90,GPS_US_2008236096,35B,59
14673_1#92,GPS_US_2522_01,14,18
14673_1#93,GPS_US_2841_01,14,18
14673_1#94,GPS_US_2874_01,9V,6
14673_1#95,GPS_US_3124_00,12F,32
14673_2#1,GPS_US_3464_00,14,18
14673_2#2,GPS_US_1904_00,6B,24
14673_2#3,GPS_US_6526_03,22F,19
14673_2#4,GPS_US_7015_03,19A,4
14673_2#5,GPS_US_7234_03,11A,3
14673_2#6,GPS_US_2141_00,18C,50
14673_2#7,GPS_US_4308_04,19A,4
14673_2#8,GPS_US_4824_04,7F,15
14673_2#9,GPS_US_0165_01,19F,16
14673_2#10,GPS_US_0181_01,14,18
14673_2#11,GPS_US_0254_01,14,18
15277_1#12,GPS_US_3101_04,10A,35
14673_2#15,GPS_US_5808_04,33F,3
14673_2#16,GPS_US_5567_04,22F,19
14673_2#17,GPS_US_0525_01,9V,6
14673_2#18,GPS_US_0649_01,6B,24
14673_2#19,GPS_US_0993_01,23F,7
14673_2#20,GPS_US_1128_01,14,39
14673_2#21,GPS_US_6048_01,19F,119
15277_1#13,GPS_US_1209_02,19A,4
14673_2#23,GPS_US_5817_03,6B,23
14673_2#24,GPS_US_6065_04,15BC,4
14673_2#25,GPS_US_6226_00,4,27
14673_2#26,GPS_US_6935_04,15BC,131
14673_2#27,GPS_US_7618_04,19A,4
14673_2#28,GPS_US_4547_05,18C,50
14673_2#29,GPS_US_9483_04,19A,1
15277_1#14,GPS_US_5076_05,16F,135
14673_2#31,GPS_US_4404_05,38,38
14673_2#32,GPS_US_4214_05,17F,61
14673_2#33,GPS_US_4736_05,6A,64
14673_2#34,GPS_US_4784_05,19A,1
14673_2#35,GPS_US_5395_05,19A,4
14673_2#36,GPS_US_7051_03,6A,64
14673_2#37,GPS_US_7060_03,19F,119
15277_1#15,GPS_US_7669_03,19F,119
14673_2#39,GPS_US_7711_03,6B,23
14673_2#41,GPS_US_7741_03,14,6
14673_2#42,GPS_US_3904_01,6A,64
14673_2#43,GPS_US_3933_01,14,6
14673_2#44,GPS_US_5127_01,18C,50
14673_2#45,GPS_US_1775_02,6B,24
15277_1#16,GPS_US_1665_02,18C,3
14673_2#47,GPS_US_3639_06,34,45
14673_2#48,GPS_US_6143_05,16F,156
14673_2#49,GPS_US_6779_05,22F,19
14673_2#50,GPS_US_7077_05,19A,27
14673_2#51,GPS_US_7886_05,19A,324
14673_2#52,GPS_US_7266_05,12F,32
14673_2#53,GPS_US_3523_06,4,27
15277_1#17,GPS_US_4567_06,19A,1
14673_2#55,GPS_US_2009201376,10A,36
14673_2#56,GPS_US_2009212993,19F,119
14673_2#57,GPS_US_2009203420,19A,1
14673_2#58,GPS_US_2009216540,23F,7
14673_2#59,GPS_US_2010209061,38,38
14673_2#60,GPS_US_4062_03,33F,3
14673_2#61,GPS_US_4003_03,19F,175
15277_1#18,GPS_US_5590_01,14,18
14673_2#63,GPS_US_6355_01,9V,6
14673_2#64,GPS_US_5432_00,23F,14
14673_2#65,GPS_US_5569_02,14,39
14673_2#66,GPS_US_6848_04,3,12
14673_2#67,GPS_US_0265_02,23F,7
14673_2#68,GPS_US_5748_02,9V,6
14673_2#69,GPS_US_3744_03,6B,24
15277_1#19,GPS_US_3869_05,19A,4
14673_2#71,GPS_US_5598_03,14,39
14673_2#72,GPS_US_4878_03,1,31
14673_2#73,GPS_US_5187_03,11A,3
14673_2#74,GPS_US_6103_03,19A,4
14673_2#75,GPS_US_4848_02,18B,50
14673_2#76,GPS_US_6895_06,19A,1
14673_2#77,GPS_US_8474_06,19A,4
15277_1#20,GPS_US_8574_06,23B,5
14673_2#79,GPS_US_8821_06,19A,27
14673_2#80,GPS_US_4534_04,6A,64
14673_2#81,GPS_US_3192_07,3,12
14673_2#82,GPS_US_6223_04,14,39
14673_2#83,GPS_US_3260_04,15BC,4
14673_2#84,GPS_US_4196_07,15BC,4
14673_2#85,GPS_US_4233_07,15BC,4
15277_1#21,GPS_US_5448_07,7F,15
14673_2#87,GPS_US_5993_07,38,38
14673_2#88,GPS_US_6035_07,19A,1
14673_2#89,GPS_US_6042_07,19F,119
14673_2#90,GPS_US_6072_07,19A,4
14673_2#91,GPS_US_8559_07,12F,32
14673_2#92,GPS_US_8366_07,6A,97
15277_1#22,GPS_US_8367_07,12F,32
15277_1#23,GPS_US_2008008293,19A,4
14673_2#95,GPS_US_2008008728,19A,27
14673_3#1,GPS_US_2008227516,19A,4
14673_3#2,GPS_US_2008227542,7F,15
14673_3#3,GPS_US_2008232564,1,31
14673_3#4,GPS_US_2008229069,15BC,4
14673_3#5,GPS_US_2009201605,19A,1
14673_3#6,GPS_US_2008230676,3,12
14673_3#7,GPS_US_2008236056,19A,1
14673_3#8,GPS_US_2009202815,19A,1
14673_3#9,GPS_US_2008237194,7F,15
14673_3#10,GPS_US_2279_01,19F,1
14673_3#11,GPS_US_3658_02,19A,27
14673_3#12,GPS_US_5493_04,6B,23
14673_3#14,GPS_US_4654_04,18C,50
14673_3#15,GPS_US_1240_01,22F,19
14673_3#17,GPS_US_6023_01,4,27
14673_3#18,GPS_US_5157_01,14,39
14673_3#19,GPS_US_3652_03,4,27
14673_3#20,GPS_US_8408_04,15BC,4
14673_3#21,GPS_US_7699_04,1,31
14673_3#22,GPS_US_7637_04,1,31
14673_3#23,GPS_US_4295_05,3,12
14673_3#24,GPS_US_3901_05,23B,7
14673_3#25,GPS_US_7726_03,18C,50
14673_3#26,GPS_US_7737_03,14,39
15277_1#24,GPS_US_1864_01,6C,89
14673_3#28,GPS_US_3114_01,9N,16
14673_3#29,GPS_US_5035_01,12F,32
14673_3#30,GPS_US_5949_01,23A,5
14673_3#31,GPS_US_3532_02,3,12
14673_3#32,GPS_US_5724_05,8,98
14673_3#33,GPS_US_3640_06,7F,15
14673_3#34,GPS_US_6548_05,38,38
14673_3#35,GPS_US_7776_05,6C,111
14673_3#36,GPS_US_7876_05,23A,5
14673_3#37,GPS_US_7271_05,19A,4
14673_3#38,GPS_US_8423_05,18A,95
14673_3#39,GPS_US_3390_06,33F,3
14673_3#40,GPS_US_2008237906,38,38
14673_3#41,GPS_US_2009201257,3,12
14673_3#42,GPS_US_2009212930,12F,32
14673_3#43,GPS_US_2009202755,19A,1
14673_3#44,GPS_US_5713_05,3,12
14673_3#45,GPS_US_2009208357,22F,19
14673_3#46,GPS_US_3994_03,20A,124
14673_3#47,GPS_US_5213_00,4,27
14673_3#48,GPS_US_5802_01,23F,13
14673_3#50,GPS_US_1136_02,12F,32
14673_3#51,GPS_US_5408_00,4,27
14673_3#52,GPS_US_5482_02,23F,7
14673_3#53,GPS_US_5739_03,8,3
14673_3#54,GPS_US_4234_05,6A,29
14673_3#55,GPS_US_5876_02,4,27
14673_3#56,GPS_US_3694_03,9N,16
14673_3#57,GPS_US_3904_00,22F,19
14673_3#58,GPS_US_5096_03,9V,6
14673_3#59,GPS_US_5153_03,4,27
14673_3#60,GPS_US_5558_03,10A,35
14673_3#61,GPS_US_4149_03,23F,7
14673_3#62,GPS_US_4508_02,11A,3
14673_3#63,GPS_US_4771_02,3,12
14673_3#64,GPS_US_4970_02,6A,23
14673_3#65,GPS_US_6909_06,23A,7
14673_3#66,GPS_US_6013_06,6C,111
14673_3#68,GPS_US_7353_06,19A,4
14673_3#69,GPS_US_6784_04,5,8
14673_3#70,GPS_US_8085_06,11A,3
14673_3#71,GPS_US_3015_07,19A,1
14673_3#72,GPS_US_4070_07,8,224
14673_3#73,GPS_US_6264_04,19A,4
14673_3#74,GPS_US_8190_03,11A,3
14673_3#75,GPS_US_9216_03,22F,19
14673_3#76,GPS_US_9500_06,7F,15
14673_3#77,GPS_US_3182_07,4,27
14673_3#78,GPS_US_6355_04,4,27
14673_3#79,GPS_US_4402_07,4,27
14673_3#80,GPS_US_6455_07,7F,15
14673_3#81,GPS_US_7519_07,1,31
14673_3#82,GPS_US_7649_07,23A,5
14673_3#83,GPS_US_2008008632,22F,19
14673_3#84,GPS_US_2008227206,19A,4
14673_3#85,GPS_US_2008227859,35B,13
14673_3#86,GPS_US_2009203630,19A,4
14673_3#87,GPS_US_2008229173,6C,111
14673_3#88,GPS_US_2008230577,18C,50
14673_3#90,GPS_US_2008236099,16F,135
14673_3#91,GPS_US_7200_03,4,27
14673_3#92,GPS_US_0627_01,6B,23
14673_3#93,GPS_US_4589_04,3,12
14673_3#94,GPS_US_4689_04,6B,23
14673_3#95,GPS_US_1547_01,3,12
14673_4#1,GPS_US_8322_04,23A,7
14673_4#2,GPS_US_7076_04,19A,6
14673_4#3,GPS_US_8579_04,9N,16
14673_4#4,GPS_US_8906_04,7F,15
14673_4#5,GPS_US_9314_04,31,57
14673_4#6,GPS_US_3811_05,5,8
14673_4#7,GPS_US_3318_02,31,57
14673_4#8,GPS_US_5648_05,7F,15
14673_4#9,GPS_US_5307_05,19A,4
14673_4#10,GPS_US_2456_01,14,18
14673_4#11,GPS_US_2009209135_R1,19A,97
14673_4#12,GPS_US_2009210887_R1,3,12
14673_4#13,GPS_US_2009210808_R1,19A,6
14673_4#14,GPS_US_2009214073_R1,19A,4
14673_4#15,GPS_US_2009215598_R1,7F,32
14673_4#16,GPS_US_2009216705_R1,23B,5
14673_4#17,GPS_US_2009217643_R1,3,12
14673_4#18,GPS_US_2009218296_R1,23A,5
14673_4#19,GPS_US_2010200686_R1,19A,1
14673_4#20,GPS_US_2010205351_R1,19A,1
14673_4#21,GPS_US_2010205399_R1,19A,4
14673_4#22,GPS_US_2010208284_R1,19A,6
14673_4#23,GPS_US_2010223248_R1,35B,59
14673_4#24,GPS_US_2009203695_R1,19A,451
14673_4#25,GPS_US_2009207274_R1,15BC,132
14673_4#26,GPS_US_2010208432_R1,19A,27
14673_4#27,GPS_US_2010220052_R1,7F,15
14673_4#28,GPS_US_2009208020_R1,19A,97
14673_4#29,GPS_US_2009208544_R1,23B,5
14673_4#30,GPS_US_2009210923_R1,19A,1
14673_4#31,GPS_US_2009212612_R1,15BC,48
14673_4#32,GPS_US_2009214140_R1,19A,1
14673_4#33,GPS_US_2009214145_R1,19A,4
14673_4#34,GPS_US_2009209907_R1,19A,4
14673_4#35,GPS_US_2009209974_R1,33F,3
14673_4#36,GPS_US_2009211127_R1,6C,5
14673_4#37,GPS_US_2009211133_R1,3,12
14673_4#38,GPS_US_2009212807_R1,11A,3
14673_4#40,GPS_US_2009212860_R1,23B,9
14673_4#41,GPS_US_2009213994_R1,33F,3
14673_4#42,GPS_US_2009215898_R1,19A,27
14673_4#43,GPS_US_2009215911_R1,7F,15
14673_4#44,GPS_US_2009218157_R1,6C,24
14673_4#45,GPS_US_2009218419_R1,11A,3
14673_4#46,GPS_US_2009217666_R1,38,38
14673_4#47,GPS_US_2009211119_R1,6B,23
14673_4#48,GPS_US_2009211125_R1,19A,27
14673_4#49,GPS_US_2009215713_R1,35B,59
14673_4#50,GPS_US_2009215761_R1,3,12
14673_4#51,GPS_US_2009215765_R1,6C,13
14673_4#52,GPS_US_2009215803_R1,3,12
14673_4#53,GPS_US_2009214115_R1,16F,156
14673_4#54,GPS_US_2010205368_R1,6C,89
14673_4#55,GPS_US_2010205394_R1,3,12
14673_4#56,GPS_US_2010220290_R1,19F,27
14673_4#57,GPS_US_2010220324_R1,6A,13
14673_4#58,GPS_US_2010216182_R1,23A,5
14673_4#59,GPS_US_2010216324_R1,10F,30
14673_4#60,GPS_US_2010225221_R1,23A,5
14673_4#61,GPS_US_2009218339_R1,15A,9
14673_4#62,GPS_US_2010208368_R1,3,12
14673_4#63,GPS_US_2010208461_R1,33F,3
14673_4#64,GPS_US_2010216106_R1,19A,11
14673_4#66,GPS_US_2010203161_R1,35B,13
14673_4#67,GPS_US_2010202229_R1,33F,3
14673_4#68,GPS_US_2009216811_R1,22F,19
14673_4#69,GPS_US_2010200816_R1,11A,3
14673_4#70,GPS_US_2013215448_R1,6C,5
14673_4#71,GPS_US_PATH99,9V,54
14673_4#72,GPS_US_PATH343,35B,209
14673_4#73,GPS_US_PATH344,33C,11
14673_4#75,GPS_US_PATH348,5,8
14673_4#76,GPS_US_PATH349,5,8
14673_4#78,GPS_US_PATH351,15A,364
14673_4#79,GPS_US_PATH352,25F,257
14673_4#80,GPS_US_PATH353,7F,32
14673_4#81,GPS_US_PATH354,14,9
14673_4#82,GPS_US_PATH355,6A,303
14673_4#83,GPS_US_PATH356,19F,101
14673_4#84,GPS_US_PATH358,19F,101
14673_4#85,GPS_US_PATH361,12F,26
14673_4#86,GPS_US_PATH362,14,9
14723_1#61,GPS_US_PATH2125,6C,29
14723_1#62,GPS_US_PATH2126,6C,47
14723_1#63,GPS_US_PATH2127,6A,13
14723_1#64,GPS_US_PATH2128,6C,244
14723_1#65,GPS_US_PATH2129,6A,13
14723_1#66,GPS_US_PATH2130,6C,89
14723_1#67,GPS_US_PATH2131,6A,76
14723_1#68,GPS_US_PATH2132,6C,29
14723_1#69,GPS_US_PATH2133,6C,5
14723_1#70,GPS_US_PATH2134,6C,47
14723_1#71,GPS_US_PATH2135,6C,29
14723_1#72,GPS_US_PATH2136,6C,29
14723_1#73,GPS_US_PATH2137,6C,29
14723_1#74,GPS_US_PATH2138,6A,76
14723_1#75,GPS_US_PATH2139,6A,13
14723_1#76,GPS_US_PATH2140,6A,13
14723_1#78,GPS_US_PATH3602,12F,26
14723_1#79,GPS_US_PATH3603,9V,43
14723_1#80,GPS_US_PATH3604,10F,30
14723_1#81,GPS_US_PATH3605,23F,20
14723_1#82,GPS_US_PATH3606,14,9
14723_1#83,GPS_US_PATH3607,9V,54
14723_1#84,GPS_US_PATH3608,38,257
14723_1#85,GPS_US_PATH3609,45,245
14723_1#86,GPS_US_PATH3611,5,8
14723_1#87,GPS_US_PATH3613,19F,101
14723_1#88,GPS_US_PATH3614,18C,67
14723_1#89,GPS_US_PATH3615,2,96
14723_1#90,GPS_US_PATH3616,9V,54
14723_1#91,GPS_US_PATH3617,45,245
14723_1#92,GPS_US_PATH3618,33F,236
14723_1#93,GPS_US_PATH3619,2,96
14723_1#94,GPS_US_PATH3620,23F,20
14723_1#95,GPS_US_PATH3621,14,9
14723_2#1,GPS_US_PATH3622,6B,62
14723_2#2,GPS_US_PATH3623,2,96
14723_2#3,GPS_US_PATH3624,5,8
14723_2#4,GPS_US_PATH3625,18A,454
14723_2#5,GPS_US_PATH3626,45,245
14723_2#6,GPS_US_PATH3627,5,8
14723_2#7,GPS_US_PATH3628,6B,251
14723_2#8,GPS_US_PATH3629,19F,101
14723_2#9,GPS_US_PATH3631,40,26
14723_2#10,GPS_US_PATH3632,14,9
14723_2#11,GPS_US_PATH3633,23F,20
14723_2#12,GPS_US_PATH3634,23F,20
14723_2#13,GPS_US_PATH3635,12F,26
14723_2#14,GPS_US_PATH3636,23F,20
14723_2#15,GPS_US_PATH3637,14,9
14723_2#17,GPS_US_PATH3639,14,9
14723_2#18,GPS_US_PATH3640,10F,30
14723_2#19,GPS_US_PATH3641,23F,20
14723_2#20,GPS_US_PATH3642,5,8
14723_2#21,GPS_US_PATH3644,2,96
14723_2#22,GPS_US_PATH3645,23F,20
14723_2#23,GPS_US_PATH3646,5,8
14723_2#24,GPS_US_PATH3647,5,8
14723_2#25,GPS_US_PATH3648,23F,20
14723_2#26,GPS_US_PATH3649,25F,257
14723_2#27,GPS_US_PATH3650,2,96
14723_2#28,GPS_US_PATH3651,2,96
14723_2#29,GPS_US_PATH3652,6A,251
14723_2#30,GPS_US_PATH3655,33F,236
14723_2#31,GPS_US_PATH3656,6A,452
14723_2#37,GPS_US_PATH3663,19F,453
14723_2#38,GPS_US_PATH3664,14,9
14723_2#39,GPS_US_PATH3665,6A,5
15277_1#43,GPS_US_PATH3675,6B,303
15277_1#44,GPS_US_PATH3676,16F,104
14723_2#42,GPS_US_PATH3677,9V,54
14723_2#43,GPS_US_PATH3678,6B,225
15277_1#45,GPS_US_PATH3679,2,96
14723_2#45,GPS_US_PATH3680,14,9
15277_1#46,GPS_US_PATH3681,15BC,25
15277_1#47,GPS_US_PATH3682,18C,67
14723_2#48,GPS_US_PATH3683,19A,53
14723_2#52,GPS_US_PATH3687,6A,47
14723_2#55,GPS_US_PATH3693,5,8
